doc_index,filename,doi,titulo,topico_dominante
545,10.15366_reice2025.23.3.002.pdf,10.15366/reice2025.23.3.002,La Retención de la Dirección Escolar. Diseño de un Modelo Bioecológico sobre la Retención Directiva,11
546,10.12795_revistafuentes.2026.28418.pdf,10.12795/revistafuentes.2026.28418,Patrones de significado sobre la educación inclusiva desde la dirección escolar chilena.,20
547,10.56712_latam.v4i1.227.pdf,10.56712/latam.v4i1.227,Procesos de privatización en la educación,20
548,10.15517_rge.v9i1.53602.pdf,10.15517/rge.v9i1.53602,De la administración al liderazgo educativo. Nociones sobre el liderazgo y la dirección de primaria en México durante la reforma 2013,20
549,10.17268_sciendo.2022.012.pdf,10.17268/sciendo.2022.012,The success of a public educational institution depends on the educational management training of its managers,15
550,10.17151_hpsal.2022.27.1.3.pdf,10.17151/hpsal.2022.27.1.3,"Directores escolares ante el síndrome de burnout: dimensiones, factores de riesgo y sintomatología",22
551,10.15366_reps2022.7.2.009.pdf,10.15366/reps2022.7.2.009,"Filantropía empresarial, Estado y formación de directivos de escuelas secundarias en Argentina. Estudio de caso sobre la Fundación Córdoba Mejora",20
552,10.22458_ie.v24i36.3895.pdf,10.22458/ie.v24i36.3895,Características del liderazgo de la jefatura departamental en matemática de un centro de alto desempeño en educación secundaria en Chile,20
553,10.53595_rlo.v5.i12.120.pdf,10.53595/rlo.v5.i12.120,Análisis de la gestión directiva y procesos pedagógicos: una revisión bibliográfica,15
554,10.15359_ree.25-3.28.pdf,10.15359/ree.25-3.28,"Prevalencia del síndrome de burnout en la dirección de instituciones educativas públicas en Barrios Altos, Lima - Perú",22
555,10.15517_rge.v10i1.56268.pdf,10.15517/rge.v10i1.56268,"Cartografía, una herramienta para interpretar el liderazgo escolar. Estudio de caso Brasil",20
556,10.4067_s0718-73782023000200037.pdf,10.4067/s0718-73782023000200037,¿Liderazgo Inclusivo? La Mirada de las Familias hacia las Prácticas de los Directores Escolares,20
557,10.47553_rifop.v98i37.3.93879.pdf,10.47553/rifop.v98i37.3.93879,El profesorado en la dirección escolar: la construcción de la identidad profesional y su impacto en la organización,20
558,10.6018_educatio.410081.pdf,10.6018/educatio.410081,La dirección escolar ante la participación del alumnado,20
559,10.46583_edetania_2022.62.1088.pdf,10.46583/edetania_2022.62.1088,La dirección escolar. Análisis desde el nuevo enfoque de la reforma de la ley de educación.,20
560,10.4067_s0718-07052023000100031.pdf,10.4067/s0718-07052023000100031,Mujeres y la dirección escolar en Chile: el desafío de conciliar trabajo y familia,20
561,10.6018_educatio.490601.pdf,10.6018/educatio.490601,Dirección escolar y desarrollo Ético Organizacional en escuelas de Catalunya,20
562,10.22201_iisue.24486167e.2021.174.59414.pdf,10.22201/iisue.24486167e.2021.174.59414,Desarrollo de prácticas de “liderazgo exitoso” en la dirección escolar,20
563,10.12795_revistafuentes.2022.19797.pdf,10.12795/revistafuentes.2022.19797,Tendencias investigativas sobre liderazgo y dirección escolar. Revisión sistemática de la producción científica.,15
564,10.18764_2178-2229.v27n4p315-336.pdf,10.18764/2178-2229.v27n4p315-336,GESTÃO DEMOCRÁTICA: uma reflexão a partir da percepção dos gestores escolares,9
565,10.62452_hvkwpz13.pdf,10.62452/hvkwpz13,Número  Completo (Febrero),14
566,10.70860_ufnt.rbec.e19371.pdf,10.70860/ufnt.rbec.e19371,As escolas de várzea na Amazônia paraense: estudo a partir de um polo no município de Óbidos-PA,9
567,10.18764_2178-2229.v28n1p59-77.pdf,10.18764/2178-2229.v28n1p59-77,GESTÃO DEMOCRÁTICA E ESCOLA JUSTA: uma relação orgânica,9
568,10.18764_2178-2229.v28n1p95-115.pdf,10.18764/2178-2229.v28n1p95-115,GESTÃO DEMOCRÁTICA NO ESTADO DE MATO GROSSO: conquista ameaçada pela implantação de políticas educacionais conservadoras,9
569,10.70860_ufnt.rbec.e15404.pdf,10.70860/ufnt.rbec.e15404,A contribuição da Metodologia das Produções Narrativas para a compreensão dos processos educativos desenvolvidos por educadoras de uma escola do campo do município de Carangola - MG,9
570,10.19044_esj.2021.v17n15p20.pdf,10.19044/esj.2021.v17n15p20,Las Competencias Docentes A Nivel Tecnológicas Como Sostenibilidad Del Aprendizaje En Entornos Virtuales De Aprendizaje,4
571,10.36367_ntqr.17.2023.e836.pdf,10.36367/ntqr.17.2023.e836,SUBJETIVIDADES HEROICAS: TRABAJO DE PSICÓLOGOS ESCOLARES EN TIEMPOS DE PANDEMIA,20
572,10.47865_igob.vol8.n32.2025.440.pdf,10.47865/igob.vol8.n32.2025.440,"Gestión y Calidad en Educación Básica Regular (EBR) de Instituciones Educativas del Distrito de Puente Piedra en Lima, Mediante Procesos de Autoevaluación. Una Experiencia de Campo",15
573,10.22201_fm.20075057e.2026.57.25718.pdf,10.22201/fm.20075057e.2026.57.25718,Desempeño académico y suspensiones temporales: estudio longitudinal en la Facultad de Medicina (2015-2022),11
574,10.70625_bbe7r776.pdf,10.70625/bbe7r776,Funciones técnico docente y administrativas del director de multigrado y la repercusión en el desarrollo de competencias del alumno,20
575,10.70577_reg.v4i3.292.pdf,10.70577/reg.v4i3.292,Competencias directivas que favorecen el desarrollo del liderazgo docente,15
576,10.56219_dialctica.v1i25.3894.pdf,10.56219/dialctica.v1i25.3894,RECONOCIMIENTO Y RESPALDO A LAS COMUNIDADES RURALES EN LA GESTIÓN EDUCATIVA: UN IMPERATIVO PARA LAS POLÍTICAS EDUCATIVAS CONTEMPORÁNEAS,11
577,10.56712_latam.v5i5.2759.pdf,10.56712/latam.v5i5.2759,Innovación: Factor Clave en la Gestión Administrativa desde la Praxeología Empresarial Educativa en Panamá,4
578,10.60100_rcmg.v4i2.175.pdf,10.60100/rcmg.v4i2.175,¿Cómo Influye La Acción Pedagógica En El Proceso De Enseñanza – Aprendizaje?,4
579,10.47865_igob.vol8.n30.2025.407.pdf,10.47865/igob.vol8.n30.2025.407,Clima institucional y evaluación del desempeño docente en instituciones educativas de primaria. Villa María del Triunfo. Lima,18
580,10.31977_grirfi.v25i3.5371.pdf,10.31977/grirfi.v25i3.5371,Filosofía de Paulo Freire como urgencia en tiempos de dolor y desprecio a la vida,20
581,10.47554_cii.vol15.2024.pp129-135.pdf,10.47554/cii.vol15.2024.pp129-135,Experiencias exitosas de acompañamiento situado a la gestión pedagógica e institucional en los centros educativos,15
582,10.56712_latam.v7i1.5478.pdf,10.56712/latam.v7i1.5478,"Características, alcances y limitaciones de la acción tutorial en el bachillerato. El papel del docente – tutor",21
583,10.30972_riie.16228016.pdf,10.30972/riie.16228016,Escuelas rurales santafesinas en tiempo de pandemia: innovación en las prácticas institucionales,20
584,10.70577_80ap4f88.pdf,10.70577/80ap4f88,Pensamiento Crítico y Participación Estudiantil Frente a Contextos de Opresión y Conflicto en Instituciones de Educación Básica en Ecuador.,4
585,10.47865_igob.vol7.n25.2024.326.pdf,10.47865/igob.vol7.n25.2024.326,Desempeño docente y evaluación de la calidad educativa en la Institución Educativa “Manuel Scorza Torre 8161”. Carabayllo. Lima,15
586,10.33539_educacion.2024.v30n1.3154.pdf,10.33539/educacion.2024.v30n1.3154,Prácticas de Gestión e Implicancias del Compromiso: Hacia la Comunidad de Aprendizaje,18
587,10.56342_recip.vol13.n25.2023.5.pdf,10.56342/recip.vol13.n25.2023.5,Propuesta de intervención pedagógica a la función del director escolar desde la perspectiva de la cognición social,20
588,10.17060_ijodaep.2022.n1.v2.2333.pdf,10.17060/ijodaep.2022.n1.v2.2333,Satisfacción del profesorado y alumnado con la calidad de la educación superior,18
589,10.33936_psidial.v1iespecial.5186.pdf,10.33936/psidial.v1iespecial.5186,"Estrés docente en tiempos de confinamiento: estudio de caso en el cantón Santa Ana de Manabí, Ecuador",20
590,10.26885_rcei.12.1.138.pdf,10.26885/rcei.12.1.138,La supervisión educativa y su rol en el logro de los aprendizajes en el Paraguay,15
591,10.14393_ufu.di.2020.3928.pdf,10.14393/ufu.di.2020.3928,Dimensões do ensino fundamental público no âmbito não-estatal em Uberlândia -MG: em foco a gestão escolar e o trabalho docente.,9
592,10.47554_revie.vol12.num2.2025.pp107-128.pdf,10.47554/revie.vol12.num2.2025.pp107-128,participación comunitaria en los centros educativos: desafíos y oportunidades en contexto diverso,21
593,10.54948_desidades.v0i34.53113.pdf,10.54948/desidades.v0i34.53113,"La Escuela Karaí Nhe´e Katu como productora de sentidos para los jóvenes Mbya Guarani, desde las voces del cacique y algunos profesores",20
594,10.56712_latam.v5i5.2697.pdf,10.56712/latam.v5i5.2697,Funcionamiento de los consejos técnicos escolares: obstáculos y oportunidades,21
595,10.48204_3072-9653.6875.pdf,10.48204/3072-9653.6875,Tipos de usos de las TIC por parte de los docentes en sus prácticas pedagógicas,4
596,10.31637_epsir-2024-1412.pdf,10.31637/epsir-2024-1412,Traslados escolares y aspiraciones de jóvenes en territorios rurales mexicanos,20
597,10.70165_cglobal.v10i2.614.pdf,10.70165/cglobal.v10i2.614,"Clima escolar y calidad de aprendizaje: impacto en primaria, zona rural de Colombia (2020-2024)",21
598,10.15446_rsap.v25n6.108806.pdf,10.15446/rsap.v25n6.108806,Percepción de padres de familia sobre la gestión en salud escolar,11
599,10.37135_chk.002.25.03.pdf,10.37135/chk.002.25.03,LA FORMACIÓN PROFESIONAL PERMANENTE COMO DERECHO HUMANO AL TRABAJO EN EL MAGISTERIO PERUANO,14
600,10.5354_2735-7279.2026.79264.pdf,10.5354/2735-7279.2026.79264,Fortalecimiento de los liderazgos del equipo directivo y docente a través del desarrollo de la inteligencia emocional,15
601,10.24310_mgnmar.v4i2.15332.pdf,10.24310/mgnmar.v4i2.15332,Las mujeres científicas como referente en la Educación Primaria. Perspectiva micropolítica,20
602,10.51378_eca.v76i766.6478.pdf,10.51378/eca.v76i766.6478,"Gestionar para la convivencia inclusiva, una deuda del modelo educativo salvadoreño",20
603,10.22352_saustral20222810.pdf,10.22352/saustral20222810,Análisis de la colaboración entre Programas de Protección Especializados en Reinserción Educativa (PDE) y escuelas de Chile. Una mirada desde el reenganche y la exclusión educativa,20
604,10.65705_rhomu.v2i2.49.pdf,10.65705/rhomu.v2i2.49,"Beneficio de la planificación, la gestión institucional y pedagógica, para la calidad educativa",15
605,10.47189_pjsg.v1i2.50.pdf,10.47189/pjsg.v1i2.50,Experiencias pedagógicas para fortalecer la cultura de legalidad en el aula: un análisis socio-crítico en el sistema público ecuatoriano,20
606,10.35575_rvucn.n77a2.pdf,10.35575/rvucn.n77a2,Educación rural en tiempos de crisis: Desafíos y estrategias durante el cierre escolar por Covid-19 en Colombia,11
607,10.35362_rie10017169.pdf,10.35362/rie10017169,"Formación ciudadana: Gobernanza y cultura en escuelas del Biobío, Chile",20
608,10.51896_rilcods.v5i46.251.pdf,10.51896/rilcods.v5i46.251,Aprendizaje organizacional mediado por tecnologías en una escuela primaria en el contexto de la pandemia del COVID 19,20
609,10.22201_cuaieed.16076079e.2024.25.2.11.pdf,10.22201/cuaieed.16076079e.2024.25.2.11,Liderazgo educativo postpandémico: un enfoque en las Telesecundarias,20
610,10.24215_23468866e177.pdf,10.24215/23468866e177,Gestión democrática escolar: concepciones de participación en dos escuelas del municipio de Barracão,20
611,10.19137_praxiseducativa-2024-280215.pdf,10.19137/praxiseducativa-2024-280215,Characterization of a successful school leadership experience in a chilean school,20
612,10.5212_praxeduc.v.19.22864.020.pdf,10.5212/praxeduc.v.19.22864.020,Transformación educativa en Uruguay: análisis de documentos marco para la Educación Básica,4
613,10.20453_spirat.v3ine1.5525.pdf,10.20453/spirat.v3ine1.5525,Repensar la educación en la era de la IA: desafíos y oportunidades para la enseñanza y el aprendizaje,4
614,10.56219_dialgica.v23i1.4915.pdf,10.56219/dialgica.v23i1.4915,Formación ciudadana y convivencia en la escuela. Roles del directivo docente,20
615,10.56712_latam.v6i6.4943.pdf,10.56712/latam.v6i6.4943,Gestión de conflictos escolares para favorecer el desempeño académico y la convivencia entre estudiantes de noveno grado,21
616,10.56219_dialgica.v23i1.4947.pdf,10.56219/dialgica.v23i1.4947,Percepción de los directivos sobre el liderazgo gerencial en las organizaciones educativas,15
617,10.56712_latam.v4i2.1035.pdf,10.56712/latam.v4i2.1035,Nueva Lógica. Nueve cuantificadores lógicos y su valor de verdad,20
618,10.47187_perspectivas.6.2.223.pdf,10.47187/perspectivas.6.2.223,Análisis de datos para la optimización eficiente de horarios y Aprendizaje Automático,4
619,10.21501_2744838x.4264.pdf,10.21501/2744838x.4264,Ambientes incluyentes,20
620,10.5212_praxeduc.v.21.24571.001.pdf,10.5212/praxeduc.v.21.24571.001,Desigualdades en el desempeño académico en educación secundaria en el Perú: un análisis multinivel,11
621,10.34893_rediir.v10i10.428.pdf,10.34893/rediir.v10i10.428,"III. AVANCES Y RETOS DE LA FUNCIÓN DIRECTIVA DESDE LA IMPLEMENTACIÓN DEL PROGRAMA ESCUELA DE CALIDAD, HASTA LA NUEVA ESCUELA MEXICANA, UNA VISIÓN CRÍTICA DESDE EL ENFOQUE DEL AUTOR",15
622,10.70577_asce.v4i4.531.pdf,10.70577/asce.v4i4.531,Mindfulness como estrategia aplicada al liderazgo educativo y su contribución en procesos para la toma de decisiones en instituciones educativas.,22
623,10.15366_reice2005.3.1.003.pdf,10.15366/reice2005.3.1.003,Aprendizaje colectivo en las escuelas descrito: construir capacidad de aprendizaje colectivo,6
624,10.14409_ie.2023.19.e0054.pdf,10.14409/ie.2023.19.e0054,«Una aspiración que asusta»,20
625,10.18764_2178-2229.v28n1p78-94.pdf,10.18764/2178-2229.v28n1p78-94,POLÍTICAS DE DEMOCRATIZAÇÃO/DESCENTALIZAÇÃO NA GESTÃO ESCOLAR DE VITÓRIA DA CONQUISTA - BA: encontros e desafios,9
626,10.29394_scientific.issn.2542-2987.2024.9.e2.10.204-225.pdf,10.29394/scientific.issn.2542-2987.2024.9.e2.10.204-225,La Incidencia del Liderazgo Educativo en la Implementación del Aprendizaje Colaborativo,21
627,10.18764_2358-4319.v14n2p558-578.pdf,10.18764/2358-4319.v14n2p558-578,Desdobramentos da relação entre gestão escolar e família dos educandos: uma metanálise de estudos publicados entre 2009 e 2019,9
628,10.35381_i.p.v5i9.2621.pdf,10.35381/i.p.v5i9.2621,Impacto del sistema de gestión de control escolar en las instituciones emblemáticas fiscales,14
629,10.35381_r.k.v9i1.3557.pdf,10.35381/r.k.v9i1.3557,Modelos actuales de gestión pedagógica: Revisión sistemática,11
630,10.35869_reined.v23i1.6115.pdf,10.35869/reined.v23i1.6115,Las prácticas de cuidado en el sistema escolar: una revisión sistemática,11
631,10.47554_cii.vol15.2024.pp137-141.pdf,10.47554/cii.vol15.2024.pp137-141,Autonomía de la Junta de Centro y su impacto en la Gestión Educativa,15
632,10.56712_latam.v4i4.1215.pdf,10.56712/latam.v4i4.1215,Evaluando la gestión,20
633,10.26490_uncp.investigacionyeducacion.2021.2.1.1367.pdf,10.26490/uncp.investigacionyeducacion.2021.2.1.1367,Experiencias de trabajos en educación,15
634,10.56067_saetauniversitaria.v12i1.368.pdf,10.56067/saetauniversitaria.v12i1.368,"COVID-19. POLÍTICAS Y TECNOLOGÍAS EDUCATIVAS, DIVERSIDADES Y DESAFÍOS.",9
635,10.18764_2178-2229.v28n1p276-302.pdf,10.18764/2178-2229.v28n1p276-302,VULNERABILIDADE SOCIAL: práticas e desafios em escolas públicas de educação básica,9
636,10.30972_riie.16228046.pdf,10.30972/riie.16228046,"Las palabras permanecen, ¿Cambian los significados? Un análisis acerca de la progresiva consolidación del enfoque de la gestión escolar",20
637,10.30554_p.e.35.1.5623.2026.pdf,10.30554/p.e.35.1.5623.2026,Desafíos a los que se enfrentan los estudiantes inmigrantes en los procesos educativos y respuestas administrativas de la gestión escolar,21
638,10.22533_at.ed.7002410054.pdf,10.22533/at.ed.7002410054,LA GESTIÓN ESCOLAR EN EL COMPROMISO DOCENTE EN INSTITUCIONES EDUCATIVAS DE LOS ANDES TROPICALES DEL PERÚ,14
639,10.5380_jpe.v15i0.83257.pdf,10.5380/jpe.v15i0.83257,n. 60 - PRIVATIZACIÓN DE LA GESTIÓN ESCOLAR EN CHILE. EL CASO DEL PROYECTO EDUCATIVO INSTITUCIONAL (PEI),20
640,10.15381_rpiiedu.v4i1.26747.pdf,10.15381/rpiiedu.v4i1.26747,Estado del Arte sobre Comunidades de Aprendizaje Profesional en las prácticas de gestión escolar: (2020-2023),11
641,10.33064_iycuaa2022853434.pdf,10.33064/iycuaa2022853434,La gestión escolar ante COVID-19. ¿Cómo organizaron los directores de escuelas primarias a sus comunidades educativas?,20
642,10.21501_9786287765061.5.pdf,10.21501/9786287765061.5,Los proyectos educativos institucionales como objeto de conocimiento en relación con la gestión escolar integral,20
643,10.15359_rep.17-1.3.pdf,10.15359/rep.17-1.3,"Economía global, gestión escolar y calidad educativa, análisis contextual desde el proyecto educativo institucional",20
644,10.31876_rcs.v30i2.41898.pdf,10.31876/rcs.v30i2.41898,Ruta de gestión escolar para el aseguramiento del aprendizaje en estudiantes extraedad en Colombia,15
645,10.24054_face.v23i1.2450.pdf,10.24054/face.v23i1.2450,"La gestión escolar en la promoción de actitudes de los estudiantes de secundaria sobre la sostenibilidad del agua. el Paujil Caquetá, Amazonia Colombiana",13
646,10.15443_tde1002.pdf,10.15443/tde1002,Acompañamiento y saber docente: desafíos de la nueva gestión escolar,20
647,10.35756_educaumch.202322.286.pdf,10.35756/educaumch.202322.286,Gestión escolar y sus entrelazamientos: el malestar y la tesitura del bienestar docente para el pospandemia,20
648,10.56712_latam.v4i2.846.pdf,10.56712/latam.v4i2.846,Sinergia: técnica para abordar las representaciones sociales sobre gestión escolar en una comunidad educativa frente a la nueva ruralidad,20
649,10.33262_exploradordigital.v8i3.3106.pdf,10.33262/exploradordigital.v8i3.3106,Evaluación estadística con SPSS y Python del impacto integral generado por la asistencia de inteligencia artificial en docentes ecuatorianos,21
650,10.56219_afc.v18i1.4808.pdf,10.56219/afc.v18i1.4808,GESTIÓN ESCOLAR Y DE AULA: UN ESTUDIO INTEGRAL PARA LA MEJORA DE LAS PRÁCTICAS EDUCATIVAS,15
651,10.53595_rlo.v4.i9.093.pdf,10.53595/rlo.v4.i9.093,Explorando el acompañamiento familiar en educación: Más allá de la participación tradicional,21
652,10.52080_rvgluz.30.especial14.45.pdf,10.52080/rvgluz.30.especial14.45,Evaluación de desempeño y gestión escolar: paradojas y desafíos de los rectores públicos en Colombia,15
653,10.56712_latam.v5i5.2944.pdf,10.56712/latam.v5i5.2944,La satisfacción de la comunidad escolar como apoyo en los procesos de mejora continua en una secundaria federal,21
654,10.47554_cii.vol14.2023.pp114-125.pdf,10.47554/cii.vol14.2023.pp114-125,Promoviendo la mejora escolar de las instituciones educativas a través de estrategias de formación continua,15
655,10.56712_latam.v5i1.1609.pdf,10.56712/latam.v5i1.1609,Diagnóstico laboral para la mejora del clima organizacional en una escuela secundaria,15
656,10.47865_igob.vol7.n26.2024.341.pdf,10.47865/igob.vol7.n26.2024.341,Gestión de la cultura organizacional y desempeño docente en la IE N° 5127 Mártir José Olaya. Ventanilla. Lima,15
657,10.47865_igob.vol6.n24.2023.307.pdf,10.47865/igob.vol6.n24.2023.307,Desempeño profesional docente y calidad de la educación en cuatro instituciones educativas públicas en Villa María del Triunfo. Lima,15
658,10.69516_xq65fj12.pdf,10.69516/xq65fj12,Percepción sobre los servicios educativos en instituciones públicas,15
659,10.46652_religacionpress.317.c581.pdf,10.46652/religacionpress.317.c581,Administrar sin excluir: gestión escolar con perspectiva de género en el siglo XXI,20
660,10.70577_k39cds93.pdf,10.70577/k39cds93,Proyectos Escolares de Emprendimiento como Motor para el Desarrollo de Competencias Socioeconómicas en Estudiantes de Bachillerato Técnico en Ecuador.,21
661,10.15366_tp2021.37.002.pdf,10.15366/tp2021.37.002,Programas educativos dirigidos a poblaciones de los territorios rurales. Experiencias en Argentina y México,20
662,10.15517_revedu.v47i2.53991.pdf,10.15517/revedu.v47i2.53991,Análisis de las creencias docentes acerca de la formación gubernamental en el Departamento del Cauca-Colombia,18
663,10.46652_religacionpress.293.c511.pdf,10.46652/religacionpress.293.c511,Habilidades Directivas para una Gestión Escolar con Enfoque Humanista en los Institutos Tecnológicos,15
664,10.62876_cuadernosucab.vi15.6067.pdf,10.62876/cuadernosucab.vi15.6067,Participación de los padres de familia en la gestión escolar. Acción de mejora en el rendimiento académico de sus representados,20
665,10.30545_academo.2024.may-ago.6.pdf,10.30545/academo.2024.may-ago.6,Metáforas relacionadas a la gestión escolar en las escuelas del Per,15
666,10.56712_latam.v6i5.4761.pdf,10.56712/latam.v6i5.4761,Liderazgo directivo y gestión escolar en Panamá: un análisis desde la literatura especializada,15
667,10.5354_2452-5014.2022.67730.pdf,10.5354/2452-5014.2022.67730,El Proyecto Educativo Institucional en el sistema escolar chileno: propuestas de fortalecimiento a partir de una revisión comparada,15
668,10.60100_bciv.v3i3.120.pdf,10.60100/bciv.v3i3.120,Plan de acompañamiento pedagógico orientado al desarrollo profesional docente en la Unidad Educativa Fiscomisional Educare periodo lectivo 2022- 2023.,21
669,10.15443_tde655.pdf,10.15443/tde655,Presencia del enfoque de género en la gestión escolar chilena: significados y experiencias,20
670,10.47554_revie.vol13.num1.2026.pp43-69.pdf,10.47554/revie.vol13.num1.2026.pp43-69,Estrategias de mejora para fortalecer la gestión escolar y la creación de ambientes de aprendizaje,18
671,10.56219_rgp.vi40.918.pdf,10.56219/rgp.vi40.918,Liderazgo directivo en la gestión escolar desde un enfoque micropolítico,15
672,10.69639_arandu.v11i2.400.pdf,10.69639/arandu.v11i2.400,Gestión directiva de calidad y su impacto en la dimensión administrativa,15
673,10.65598_rps.5989.pdf,10.65598/rps.5989,Liderazgo directivo y gestión escolar: estudio documental desde las tesis de Maestría en Educación,15
674,10.36557_2674-8169.2024v6n3p1225-1242.pdf,10.36557/2674-8169.2024v6n3p1225-1242,LA INTELIGENCIA DE NEGOCIOS Y LA ANALÍTICA DE DATOS IMPULSANDO EL DESARROLLO ACADÉMICO,1
675,10.47865_igob.vol6.n22.2023.284.pdf,10.47865/igob.vol6.n22.2023.284,Cultura organizacional y evaluación del desempeño docente en el nivel primaria de la i.e. n° 116 “abraham Valdelomar”. San Juan de Lurigancho. Lima 2022.,18
676,10.29394_scientific.issn.2542-2987.2025.10.e1.3.69-91.pdf,10.29394/scientific.issn.2542-2987.2025.10.e1.3.69-91,Acompañamiento Socioemocional como Apoyo a la Gestión Escolar Frente a Entornos de Violencia,21
677,10.22235_pe.v15i1.2139.pdf,10.22235/pe.v15i1.2139,Paradojas y realidades en torno a la autonomía de gestión escolar en México,20
678,10.70577_nn0py871.pdf,10.70577/nn0py871,Revisión Sistemática Sobre Cómo Las Habilidades Lingüísticas Se Vinculan Con La Gestión Escolar.,11
679,10.25127_rcsh.20236.930.pdf,10.25127/rcsh.20236.930,"Compromisos de gestión escolar y administración de recursos en directivos de Educación Básica, Luya - 2022",18
680,10.18050_revucv-scientia.v15n1a4.pdf,10.18050/revucv-scientia.v15n1a4,"Gestión escolar en la educación inclusiva de estudiantes de EBR, Lima 2022",11
681,10.69516_enjfpw30.pdf,10.69516/enjfpw30,Influencia de la gestión administrativa en el desempeño de los docentes,18
682,10.59654_tdcsh709.pdf,10.59654/tdcsh709,La gestión escolar participativa como base para el vínculo familia-escuela,20
683,10.15448_1984-7289.2022.1.41864.pdf,10.15448/1984-7289.2022.1.41864,Las desigualdades educativas en Argentina,20
684,10.46652_religacionpress.192.c314.pdf,10.46652/religacionpress.192.c314,"La innovación educativa desde la gestión escolar: retos, saberes y desafíos",15
685,10.4067_s0718-50652021000100215.pdf,10.4067/s0718-50652021000100215,"ENCARGADO DE CONVIVENCIA ESCOLAR EN EL NORTE DE CHILE: PERFIL, OBSTÁCULOS Y SUGERENCIAS PARA SU DESEMPEÑO",20
686,10.5281_zenodo.17905633.pdf,10.5281/zenodo.17905633,MODELO DE GESTIÓN ESCOLAR PARA LA CALIDAD EDUCATIVA EN COLOMBIA,15
687,10.46377_dilemas.v10i3.3667.pdf,10.46377/dilemas.v10i3.3667,Implementación de políticas ambientales en la gestión escolar peruana.,18
688,10.33881_2027-1786.rip.13105.pdf,10.33881/2027-1786.rip.13105,Incidencia del clima familiar y escolar en la conducta de ciberacoso: Estudio con adolescentes de Córdoba (Argentina),18
689,10.56219_lneaimaginaria.v1i22.4184.pdf,10.56219/lneaimaginaria.v1i22.4184,GESTIÓN ESCOLAR EN EL MARCO DE DESARROLLO ACADÉMICO EN COLOMBIA,15
690,10.26871_killkanasocial.v7i3.1406.pdf,10.26871/killkanasocial.v7i3.1406,Análisis comparativo entre los estándares de calidad del Ministerio de Educación y del Consejo de Aseguramiento de la Calidad de la Educación Superior,15
691,10.15443_tde1006.pdf,10.15443/tde1006,Cultura de trabajo docente y gestión del cambio: del aislamiento a la colaboración,20
692,10.15366_jospoe2020.11.005.pdf,10.15366/jospoe2020.11.005,LOS ESPACIOS OLVIDADOS DE PARTICIPACIÓN Y AUTONOMÍA ESCOLAR FRENTE A LOS PROCESOS DE RENDICIÓN DE CUENTAS Y BUROCRACIA EN MÉXICO,20
693,10.24054_cie.v2i19.3248.pdf,10.24054/cie.v2i19.3248,La Educación para la Convivencia Armónica en la Escuela Ecuatoriana,4
694,10.56712_latam.v6i1.3551.pdf,10.56712/latam.v6i1.3551,El Impacto del Liderazgo Escolar en la Calidad Educativa: Evidencia desde la Nueva Escuela Mexicana,21
695,10.18764_2178-2229.v28n1p250-275.pdf,10.18764/2178-2229.v28n1p250-275,"AVALIAÇÕES DA APRENDIZAGEM EXTERNAS EM LARGA ESCALA E GESTORES ESCOLARES:características, controvérsias e alternativas",9
696,10.4067_s0718-50062021000600193.pdf,10.4067/s0718-50062021000600193,Compromiso académico estudiantil en tiempos de COVID-19: desafíos y oportunidades para la enseñanza en línea,18
697,10.37843_rted.v16i2.402.pdf,10.37843/rted.v16i2.402,Planificación Estratégica: Una Mirada desde la Educación Inicial en el Contexto Peruano,15
698,10.33262_concienciadigital.v6i1.3.2501.pdf,10.33262/concienciadigital.v6i1.3.2501,"Educación inclusiva: adaptaciones curriculares para estudiantes con necesidades educativas especiales asociadas a la discapacidad física, visual, intelectual y déficit de atención, un cambio estructural en la práctica educativa",4
699,10.18764_2358-4319.v13n1p163-182.pdf,10.18764/2358-4319.v13n1p163-182,Gestão escolar humanizadora: possibilidades na promoção da educação em direitos humanos,9
700,10.37843_rted.v8i2.134.pdf,10.37843/rted.v8i2.134,Gestión Directiva en la Mejora Escolar de las Instituciones Educativas del Distrito Metropolitano de Quito: Una Cuestión de Aptitud y Actitud,15
701,10.15366_riee2022.15.2.002.pdf,10.15366/riee2022.15.2.002,Percepciones y Sesgos Cognoscitivos en la Educación Básica,18
702,10.5209_rced.70275.pdf,10.5209/rced.70275,Movilidad de profesores principiantes: una revisión sistemática de la literatura,11
703,10.29035_ucmaule.63.56.pdf,10.29035/ucmaule.63.56,Estudiantes migrantes en escuelas chilenas,11
704,10.35811_rea.v12i1.201.pdf,10.35811/rea.v12i1.201,El Aprendizaje Profundo como herramienta para cambio en la visión de aprendizaje de una cultura,4
705,10.31391_s2007-7033(2021)0057-011.pdf,10.31391/s2007-7033(2021)0057-011,"Modelo de convivencia escolar. Un marco para políticas públicas, formación e investigación",20
706,10.21573_vol36n12020.95673.pdf,10.21573/vol36n12020.95673,"Disputas por el derecho a la educación y la educación pública en América Latina: políticas, instituciones y sujetos en la gubernamentalidad neoliberal",20
707,10.29394_scientific.issn.2542-2987.2024.9.e4.8.157-176.pdf,10.29394/scientific.issn.2542-2987.2024.9.e4.8.157-176,La Comunicación en la Gestión Escolar y su Incidencia en el Clima Laboral de una Unidad Educativa,21
708,10.34096_iice.n47.9641.pdf,10.34096/iice.n47.9641,Hacia una genealogía de la experiencia: La gestión escolar en una escuela de creación (2009-2015),20
